日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 94/01/03,"26,097,000","1,329,675,000",51.00,51.50,50.50,51.0,+0.50,"3,799"
 94/01/04,"27,821,249","1,387,725,977",50.00,50.50,49.60,49.6,-1.40,"5,717"
 94/01/05,"38,000,268","1,849,824,600",48.80,48.80,48.50,48.5,-1.10,"7,999"
 94/01/06,"43,601,412","2,097,512,280",48.10,48.40,47.90,48.0,-0.50,"7,788"
 94/01/07,"43,700,220","2,084,223,191",47.80,47.90,47.50,47.8,-0.20,"7,675"
 94/01/10,"35,252,551","1,705,012,470",47.80,48.80,47.80,48.5,+0.70,"6,034"
 94/01/11,"32,803,041","1,582,430,008",48.30,48.60,48.00,48.2,-0.30,"4,117"
 94/01/12,"41,124,266","1,955,076,510",47.80,48.10,47.00,47.0,-1.20,"7,722"
 94/01/13,"35,955,679","1,695,906,796",47.30,47.80,46.50,46.8,-0.20,"6,580"
 94/01/14,"48,925,530","2,285,600,511",46.50,47.10,46.20,47.0,+0.20,"7,434"
 94/01/17,"41,588,451","2,017,275,002",47.80,48.90,47.60,48.9,+1.90,"8,299"
 94/01/18,"42,294,267","2,067,063,909",48.90,49.20,48.60,49.1,+0.20,"5,343"
 94/01/19,"31,281,266","1,519,647,704",49.10,49.30,47.70,47.7,-1.40,"5,182"
 94/01/20,"39,515,519","1,898,980,816",47.40,48.50,47.40,48.0,+0.30,"5,656"
 94/01/21,"28,724,975","1,369,594,523",47.70,48.00,47.50,47.5,-0.50,"4,184"
 94/01/24,"23,761,097","1,120,729,079",47.50,47.60,46.90,47.0,-0.50,"4,576"
 94/01/25,"37,083,831","1,754,331,644",46.70,47.70,46.70,47.6,+0.60,"5,781"
 94/01/26,"70,886,883","3,456,583,110",48.00,49.40,47.90,49.2,+1.60,"13,649"
 94/01/27,"43,795,289","2,157,487,019",49.20,49.50,48.90,49.4,+0.20,"7,771"
 94/01/28,"81,134,197","4,072,827,998",49.60,51.00,49.60,50.0,+0.60,"14,158"
 94/01/31,"127,694,591","6,568,446,520",50.50,52.50,50.50,52.0,+2.00,"23,244"
 94/02/01,"105,802,728","5,545,536,262",52.50,53.00,52.00,52.5,+0.50,"17,248"
 94/02/02,"106,976,639","5,718,198,781",53.00,54.00,53.00,53.5,+1.00,"15,632"
 94/02/03,"89,138,028","4,754,889,170",53.50,54.00,52.50,53.5, 0.00,"11,933"
 94/02/14,"139,791,000","7,655,896,000",54.50,55.50,54.00,54.5,+1.00,"12,208"
 94/02/15,"60,535,978","3,321,765,893",54.50,55.50,54.50,55.0,+0.50,"12,694"
 94/02/16,"38,292,945","2,085,128,502",55.00,55.00,53.50,54.5,-0.50,"6,994"
 94/02/17,"42,977,402","2,312,512,762",54.50,54.50,53.00,53.5,-1.00,"7,316"
 94/02/18,"60,422,677","3,247,053,187",53.50,54.50,53.00,54.0,+0.50,"6,626"
 94/02/21,"27,898,620","1,508,568,918",54.00,54.50,53.50,54.5,+0.50,"4,184"
 94/02/22,"25,373,092","1,363,871,213",54.00,54.50,53.50,54.0,-0.50,"3,811"
 94/02/23,"53,202,237","2,831,370,068",53.50,54.00,52.50,53.5,-0.50,"6,341"
