日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 90/01/02,"31,479,000","2,566,521,500",78.00,83.50,77.50,83.5,+5.00,"11,090"
 90/01/03,"31,730,662","2,570,508,796",80.50,82.50,79.50,80.5,-3.00,"10,951"
 90/01/04,"67,142,307","5,697,822,128",85.50,86.00,83.50,85.0,+4.50,"18,595"
 90/01/05,"57,537,998","5,044,495,349",85.00,90.50,85.00,90.5,+5.50,"19,000"
 90/01/08,"55,457,954","5,053,244,908",89.50,93.50,88.00,89.5,-1.00,"16,223"
 90/01/09,"44,746,332","4,110,386,676",90.50,93.00,90.50,93.0,+3.50,"13,900"
 90/01/10,"33,171,383","3,102,946,463",94.00,95.00,92.50,94.0,+1.00,"12,083"
 90/01/11,"36,399,877","3,426,885,518",95.00,95.50,92.00,92.5,-1.50,"12,276"
 90/01/12,"27,240,735","2,534,956,381",93.00,94.00,92.50,94.0,+1.50,"7,296"
 90/01/15,"25,695,998","2,403,839,006",94.00,94.50,92.50,94.5,+0.50,"6,824"
 90/01/16,"75,013,971","7,393,770,067",94.00,101.00,94.00,101.0,+6.50,"20,916"
 90/01/17,"64,317,587","6,503,757,136",101.00,103.00,99.50,101.0, 0.00,"16,831"
 90/01/18,"66,857,871","6,847,409,871",103.00,103.50,101.00,102.0,+1.00,"16,840"
 90/01/29,"46,543,000","4,644,068,500",100.00,101.50,97.00,97.0,-5.00,"9,014"
 90/01/30,"29,953,563","2,914,937,407",97.00,99.00,96.00,99.0,+2.00,"7,843"
 90/01/31,"64,582,627","6,623,617,231",100.50,105.50,99.50,105.5,+6.50,"16,135"
 90/02/01,"32,894,456","3,382,997,625",104.00,105.50,101.00,101.5,-4.00,"9,400"
 90/02/02,"45,779,855","4,716,949,654",102.00,104.50,100.50,100.5,-1.00,"11,958"
 90/02/05,"37,765,863","3,736,653,892",99.00,100.00,98.00,98.5,-2.00,"8,616"
 90/02/06,"33,991,663","3,366,785,474",98.00,100.50,97.50,98.0,-0.50,"8,666"
 90/02/07,"67,955,972","6,241,791,179",91.50,94.00,91.50,91.5,-6.50,"19,366"
 90/02/08,"27,019,966","2,433,329,260",90.00,91.50,88.50,90.5,-1.00,"9,941"
 90/02/09,"36,982,820","3,373,939,141",91.50,93.00,89.50,91.5,+1.00,"9,318"
 90/02/12,"18,753,649","1,718,532,970",91.00,92.50,90.00,92.0,+0.50,"6,080"
 90/02/13,"28,428,699","2,713,770,632",93.50,98.00,93.00,98.0,+6.00,"10,772"
 90/02/14,"22,890,017","2,202,926,714",98.00,99.00,93.00,94.0,-4.00,"9,207"
 90/02/15,"50,011,226","4,975,775,917",96.50,100.50,96.00,100.5,+6.50,"15,867"
