日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 92/01/02,"20,354,000","872,220,700",43.00,43.40,42.40,42.5,-0.10,"5,575"
 92/01/03,"35,762,662","1,581,033,624",44.00,45.00,43.60,44.8,+2.30,"9,524"
 92/01/06,"33,415,747","1,506,635,118",44.80,45.70,44.40,44.8, 0.00,"8,316"
 92/01/07,"41,964,939","1,939,087,396",45.70,46.90,45.40,45.4,+0.60,"11,158"
 92/01/08,"45,846,144","2,129,771,187",45.50,47.40,45.40,46.5,+1.10,"11,698"
 92/01/09,"33,292,549","1,530,491,464",46.00,46.40,45.50,46.0,-0.50,"6,927"
 92/01/10,"38,801,111","1,826,779,604",47.20,47.30,46.90,47.2,+1.20,"9,848"
 92/01/13,"93,367,985","4,688,493,017",48.00,50.50,48.00,50.5,+3.30,"22,223"
 92/01/14,"65,562,818","3,324,556,009",51.00,51.00,50.00,50.5, 0.00,"12,630"
 92/01/15,"59,135,546","2,970,190,216",50.50,51.00,49.60,50.5, 0.00,"9,413"
 92/01/16,"40,224,126","1,997,807,126",50.50,50.50,48.60,48.6,-1.90,"9,013"
 92/01/17,"53,183,679","2,572,354,005",48.00,49.20,47.50,48.8,+0.20,"10,624"
 92/01/20,"42,925,458","2,046,476,929",47.60,48.00,47.00,47.9,-0.90,"8,305"
 92/01/21,"37,596,499","1,801,614,455",47.90,48.50,47.50,47.6,-0.30,"6,729"
 92/01/22,"26,805,755","1,274,030,055",47.60,48.00,46.90,47.8,+0.20,"6,014"
 92/01/23,"68,013,728","3,394,960,969",48.80,51.00,48.80,50.5,+2.70,"15,536"
 92/01/24,"51,896,151","2,582,478,095",51.00,51.50,49.10,49.4,-1.10,"9,921"
 92/01/27,"35,022,767","1,701,842,246",48.70,48.90,48.10,48.9,-0.50,"5,865"
 92/01/28,"50,710,348","2,408,445,864",46.20,48.40,46.00,47.7,-1.20,"10,483"
 92/02/06,"53,265,000","2,369,872,400",44.50,45.00,44.40,44.4,-3.30,"9,441"
 92/02/07,"106,407,208","4,413,608,713",41.30,42.70,41.30,42.0,-2.40,"25,182"
 92/02/10,"58,773,022","2,404,744,573",41.30,41.30,40.50,40.7,-1.30,"12,113"
 92/02/11,"40,025,286","1,663,868,207",41.30,42.00,41.20,41.5,+0.80,"11,805"
 92/02/12,"49,005,728","1,993,825,457",40.90,41.20,40.10,40.4,-1.10,"14,400"
 92/02/13,"39,757,654","1,612,678,211",40.40,41.10,40.20,40.2,-0.20,"11,601"
 92/02/14,"48,911,063","2,005,406,443",41.10,41.30,40.60,41.0,+0.80,"9,872"
 92/02/17,"52,498,914","2,283,394,541",43.80,43.80,42.80,43.8,+2.80,"14,959"
 92/02/18,"28,993,232","1,251,425,296",43.80,43.80,42.80,42.9,-0.90,"8,365"
 92/02/19,"47,043,229","2,039,411,186",43.90,43.90,43.00,43.0,+0.10,"9,254"
 92/02/20,"48,316,186","2,113,505,313",43.00,44.20,42.80,44.1,+1.10,"11,955"
 92/02/21,"63,293,418","2,861,116,259",45.00,45.90,44.70,44.9,+0.80,"17,436"
 92/02/24,"33,162,390","1,491,484,762",45.20,45.50,44.50,45.3,+0.40,"8,649"
 92/02/25,"43,433,891","1,893,585,794",45.00,45.00,43.00,43.0,-2.30,"9,226"
 92/02/26,"33,067,257","1,427,094,551",43.20,43.70,42.70,42.8,-0.20,"8,487"
 92/02/27,"31,212,114","1,311,794,769",42.10,42.80,41.50,42.0,-0.80,"7,564"
 92/03/03,"32,787,157","1,420,095,197",42.90,44.30,42.60,44.0,+2.00,"8,392"
 92/03/04,"21,880,901","940,075,899",43.20,43.40,42.80,43.4,-0.60,"5,125"
 92/03/05,"41,455,730","1,734,218,254",42.00,42.30,41.50,41.6,-1.80,"9,361"
 92/03/06,"26,241,319","1,087,645,832",41.60,41.90,41.30,41.4,-0.20,"6,820"
 92/03/07,"33,000,266","1,380,137,694",41.20,42.60,41.00,41.6,+0.20,"7,771"
 92/03/10,"36,707,189","1,561,683,358",42.30,42.90,42.00,42.6,+1.00,"9,800"
 92/03/11,"31,436,018","1,341,640,795",42.00,43.30,42.00,42.5,-0.10,"7,112"
 92/03/12,"21,769,650","931,580,740",42.60,43.00,42.50,43.0,+0.50,"4,959"
 92/03/13,"46,578,093","2,035,749,366",43.00,44.40,42.80,44.1,+1.10,"12,092"
 92/03/14,"102,607,293","4,721,322,657",46.80,46.80,45.30,45.5,+1.40,"20,818"
 92/03/17,"41,041,649","1,833,164,350",45.00,45.20,44.00,44.0,-1.50,"8,805"
 92/03/18,"96,149,677","4,499,702,234",46.40,47.00,46.00,47.0,+3.00,"24,085"
 92/03/19,"85,269,510","4,053,761,852",47.40,48.20,47.00,47.9,+0.90,"20,311"
 92/03/20,"97,633,168","4,769,902,865",49.00,49.70,48.00,48.6,+0.70,"24,841"
 92/03/21,"37,840,433","1,829,925,393",48.80,48.80,47.90,48.5,-0.10,"9,102"
 92/03/24,"38,606,921","1,874,753,334",48.90,49.00,48.30,48.5, 0.00,"7,843"
 92/03/25,"44,257,470","2,073,712,229",47.00,47.30,46.30,46.6,-1.90,"10,362"
 92/03/26,"45,403,350","2,147,255,100",47.20,47.60,47.00,47.0,+0.40,"7,980"
 92/03/27,"103,668,459","4,661,573,321",45.00,45.60,44.00,44.9,-2.10,"19,550"
 92/03/28,"56,729,549","2,506,124,441",44.70,45.00,43.50,44.4,-0.50,"10,988"
 92/03/31,"52,742,242","2,252,838,834",43.50,43.80,42.10,42.3,-2.10,"12,900"
 92/04/01,"57,907,501","2,428,603,972",41.50,42.20,41.40,42.2,-0.10,"13,706"
 92/04/02,"30,968,289","1,317,268,624",42.50,43.20,42.00,42.8,+0.60,"6,884"
 92/04/03,"56,514,352","2,497,228,886",44.50,44.80,43.70,43.9,+1.10,"12,076"
 92/04/04,"51,124,427","2,277,614,074",43.90,45.40,43.60,45.2,+1.30,"12,943"
 92/04/07,"54,315,035","2,492,028,713",45.30,46.50,44.90,46.2,+1.00,"13,088"
 92/04/08,"43,103,330","1,982,179,028",46.00,46.50,45.60,45.7,-0.50,"10,070"
 92/04/09,"33,243,411","1,490,699,621",45.10,45.30,44.60,44.8,-0.90,"7,681"
 92/04/10,"33,523,323","1,503,111,770",44.70,45.30,44.30,44.5,-0.30,"8,482"
 92/04/11,"16,689,996","744,859,589",44.60,44.90,44.40,44.8,+0.30,"5,302"
 92/04/14,"26,475,956","1,167,063,911",44.80,45.30,43.60,43.6,-1.20,"7,883"
 92/04/15,"27,461,922","1,214,826,648",44.40,44.70,43.90,44.7,+1.10,"6,597"
 92/04/16,"88,094,212","4,078,734,958",45.70,47.00,45.70,46.9,+2.20,"19,763"
 92/04/17,"57,076,605","2,643,949,705",46.90,47.00,45.80,45.8,-1.10,"10,872"
 92/04/18,"74,377,774","3,526,351,863",47.20,47.90,47.10,47.5,+1.70,"13,368"
 92/04/21,"37,849,601","1,799,538,649",47.50,48.30,47.00,48.3,+0.80,"8,861"
 92/04/22,"54,548,848","2,574,436,183",47.90,47.90,46.80,47.0,-1.30,"8,439"
 92/04/23,"86,013,325","4,136,079,290",47.90,48.40,47.60,48.3,+1.30,"20,235"
 92/04/24,"66,853,564","3,166,211,557",48.00,48.00,46.80,47.3,-1.00,"12,466"
 92/04/25,"57,626,365","2,651,308,750",46.00,46.90,45.20,45.5,-1.80,"12,831"
 92/04/28,"67,093,379","2,933,040,877",44.10,44.30,43.00,44.0,-1.50,"12,517"
 92/04/29,"80,862,013","3,633,228,343",44.90,45.50,44.40,45.1,+1.10,"11,820"
