日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 95/01/02,"29,267,603","1,780,020,933",61.80,61.80,60.00,61.0,-1.50,"7,332"
 95/01/03,"68,454,902","4,231,395,037",61.00,62.90,60.50,62.9,+1.90,"9,088"
 95/01/04,"53,059,960","3,333,169,980",63.10,63.40,62.00,63.4,+0.50,"7,552"
 95/01/05,"43,479,769","2,760,142,947",63.40,64.00,62.60,64.0,+0.60,"8,353"
 95/01/06,"66,362,586","4,321,175,921",64.80,65.50,64.70,65.5,+1.50,"14,651"
 95/01/09,"75,794,876","5,106,844,543",66.10,68.40,66.10,68.1,+2.60,"15,937"
 95/01/10,"44,405,801","2,965,614,025",68.00,68.00,66.20,66.7,-1.40,"8,708"
 95/01/11,"67,186,444","4,361,089,016",66.00,66.00,64.10,65.8,-0.90,"11,716"
 95/01/12,"46,494,334","3,050,241,610",66.50,66.50,65.10,65.5,-0.30,"7,799"
 95/01/13,"36,961,769","2,377,685,342",64.80,65.00,63.80,64.5,-1.00,"7,679"
 95/01/16,"36,002,173","2,300,806,970",63.80,64.30,63.50,63.9,-0.60,"7,406"
 95/01/17,"37,879,768","2,447,484,842",64.10,65.30,64.10,64.6,+0.70,"7,164"
 95/01/18,"79,147,318","4,892,455,394",62.00,62.70,61.40,61.6,-3.00,"16,669"
 95/01/19,"51,883,460","3,224,864,720",61.80,63.10,61.30,62.0,+0.40,"9,694"
 95/01/20,"35,319,303","2,212,884,790",63.00,63.00,62.10,62.5,+0.50,"5,368"
 95/01/23,"28,081,931","1,734,336,871",61.60,62.20,61.40,61.8,-0.70,"4,836"
 95/01/24,"38,641,407","2,400,942,870",61.80,62.60,61.70,61.9,+0.10,"5,564"
 95/01/25,"39,855,088","2,512,800,966",63.00,63.50,62.30,63.5,+1.60,"7,493"
 95/02/03,"79,436,673","5,007,324,168",64.00,64.50,62.30,63.4,-0.10,"12,790"
 95/02/06,"52,336,764","3,280,580,760",63.00,66.50,61.60,66.5,+3.10,"9,627"
 95/02/07,"40,155,294","2,603,913,253",64.00,65.30,64.00,65.0,-1.50,"7,913"
 95/02/08,"34,913,080","2,227,760,328",65.00,65.00,63.00,63.1,-1.90,"7,357"
 95/02/09,"37,009,155","2,353,563,504",64.00,64.20,62.60,63.0,-0.10,"5,935"
 95/02/10,"37,460,827","2,337,963,297",63.00,63.10,62.00,62.6,-0.40,"5,888"
 95/02/13,"25,958,271","1,617,707,360",62.10,62.70,62.00,62.4,-0.20,"5,235"
 95/02/14,"46,120,266","2,852,716,061",62.00,62.30,61.60,62.3,-0.10,"9,289"
 95/02/15,"37,023,981","2,289,401,301",62.50,62.50,61.10,61.3,-1.00,"9,427"
 95/02/16,"43,052,234","2,685,851,487",61.90,62.90,61.60,62.4,+1.10,"8,388"
 95/02/17,"32,251,869","1,998,264,841",62.50,62.90,61.60,61.7,-0.70,"6,291"
 95/02/20,"22,700,265","1,410,799,580",61.50,62.70,61.40,62.7,+1.00,"5,639"
 95/02/21,"31,715,863","1,978,104,306",62.90,63.20,62.00,62.1,-0.60,"6,445"
 95/02/22,"36,070,897","2,231,327,854",62.40,62.70,61.30,61.9,-0.20,"7,158"
 95/02/23,"41,692,129","2,549,616,131",61.70,61.80,60.50,60.8,-1.10,"8,750"
 95/02/24,"44,897,700","2,734,796,633",60.80,61.30,60.30,61.0,+0.20,"6,523"
 95/02/27,"43,733,871","2,651,205,783",61.00,61.00,60.30,60.9,-0.10,"7,822"
 95/03/01,"55,533,120","3,350,825,826",60.30,60.80,59.90,60.4,-0.50,"11,365"
 95/03/02,"77,472,308","4,826,441,996",61.50,62.80,61.50,62.7,+2.30,"15,661"
 95/03/03,"42,744,211","2,650,207,608",62.60,62.60,61.40,61.8,-0.90,"6,793"
 95/03/06,"27,293,304","1,668,511,603",61.70,61.70,60.70,60.9,-0.90,"6,147"
 95/03/07,"35,930,557","2,170,037,278",60.90,60.90,60.10,60.1,-0.80,"7,968"
 95/03/08,"59,895,352","3,558,051,968",59.90,60.00,58.90,59.0,-1.10,"13,413"
 95/03/09,"26,989,135","1,609,134,174",59.00,59.90,59.00,59.8,+0.80,"5,307"
 95/03/10,"62,588,599","3,837,662,565",59.80,62.20,59.80,61.4,+1.60,"12,206"
 95/03/13,"17,860,117","1,095,534,177",61.40,61.70,60.80,61.4, 0.00,"4,117"
 95/03/14,"33,166,525","1,996,709,400",61.00,61.00,59.80,60.0,-1.40,"7,785"
 95/03/15,"31,017,127","1,903,913,781",61.50,62.00,60.90,61.1,+1.10,"6,297"
 95/03/16,"36,358,501","2,236,465,368",61.50,62.00,60.50,60.5,-0.60,"7,326"
 95/03/17,"40,778,257","2,459,469,181",60.30,60.90,60.00,60.7,+0.20,"7,002"
 95/03/20,"33,866,427","2,042,708,220",60.70,60.70,60.10,60.2,-0.50,"6,819"
 95/03/21,"38,156,645","2,300,389,288",60.00,60.80,59.90,60.5,+0.30,"4,825"
 95/03/22,"44,273,831","2,643,409,442",60.00,60.10,59.50,59.6,-0.90,"8,392"
 95/03/23,"37,839,027","2,257,019,653",59.80,60.30,59.20,59.6, 0.00,"6,072"
 95/03/24,"21,882,372","1,308,820,341",59.60,60.20,59.50,59.8,+0.20,"4,627"
 95/03/27,"24,844,256","1,501,648,710",60.60,60.70,60.20,60.3,+0.50,"4,454"
 95/03/28,"39,385,638","2,403,506,572",60.80,61.50,60.30,61.4,+1.10,"8,179"
 95/03/29,"44,477,171","2,736,783,346",61.00,61.90,60.70,61.9,+0.50,"7,492"
 95/03/30,"88,159,348","5,535,452,461",62.50,63.00,62.10,62.9,+1.00,"11,980"
