日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 93/01/02,"55,164,000","3,570,852,500",63.50,65.50,63.50,65.5,+2.00,"12,573"
 93/01/05,"29,584,253","1,942,438,457",65.50,66.00,65.00,66.0,+0.50,"6,758"
 93/01/06,"31,033,439","2,040,752,801",66.00,66.50,65.00,66.0, 0.00,"5,706"
 93/01/07,"42,420,712","2,794,737,684",66.00,66.50,65.00,65.5,-0.50,"7,246"
 93/01/08,"26,177,182","1,725,255,295",66.00,66.50,65.50,65.5, 0.00,"5,724"
 93/01/09,"53,203,879","3,570,053,390",67.00,67.50,66.50,67.5,+2.00,"12,241"
 93/01/12,"23,775,449","1,602,639,720",67.50,68.00,66.50,67.5, 0.00,"6,100"
 93/01/13,"22,813,345","1,540,826,723",68.00,68.00,67.00,67.5, 0.00,"5,147"
 93/01/14,"29,111,398","1,956,909,685",67.00,68.00,66.50,67.0,-0.50,"5,949"
 93/01/15,"31,853,779","2,128,675,551",67.50,67.50,66.00,67.0, 0.00,"4,935"
 93/01/16,"23,813,707","1,594,214,012",67.00,67.50,66.50,66.5,-0.50,"4,719"
 93/01/27,"59,837,000","4,074,907,000",68.00,68.50,67.50,68.5,+2.00,"10,476"
 93/01/28,"30,318,388","2,048,954,324",67.50,68.00,67.00,67.5,-1.00,"5,137"
 93/01/29,"63,814,662","4,273,716,230",66.50,68.00,66.50,66.5,-1.00,"6,494"
 93/01/30,"38,863,136","2,571,991,187",66.50,67.00,65.50,66.0,-0.50,"10,029"
 93/02/02,"23,227,625","1,524,373,785",66.00,66.50,65.00,65.0,-1.00,"5,910"
 93/02/03,"57,391,323","3,641,922,331",64.00,64.50,63.00,63.5,-1.50,"14,102"
 93/02/04,"32,645,966","2,057,107,162",63.50,63.50,62.50,62.5,-1.00,"8,025"
 93/02/05,"35,313,288","2,214,018,892",62.50,63.50,62.00,62.5, 0.00,"8,717"
 93/02/06,"25,554,482","1,620,413,340",63.00,64.00,63.00,63.0,+0.50,"5,089"
 93/02/09,"34,121,016","2,212,693,165",64.00,65.50,64.00,65.0,+2.00,"7,329"
 93/02/10,"26,833,618","1,726,845,256",65.00,65.50,64.00,64.0,-1.00,"4,847"
 93/02/11,"18,589,704","1,188,570,617",64.50,64.50,63.50,64.0, 0.00,"4,055"
 93/02/12,"48,648,900","3,136,959,844",64.00,65.00,64.00,64.5,+0.50,"6,758"
 93/02/13,"28,300,096","1,813,175,604",64.50,64.50,63.50,64.0,-0.50,"4,475"
 93/02/16,"43,881,575","2,757,009,717",64.00,64.00,62.50,62.5,-1.50,"11,350"
 93/02/17,"31,506,459","1,982,915,066",62.50,63.50,62.50,62.5, 0.00,"6,499"
 93/02/18,"49,333,172","3,126,658,831",63.50,64.00,63.00,63.0,+0.50,"8,693"
 93/02/19,"43,716,904","2,771,546,342",63.50,64.00,63.00,63.5,+0.50,"6,900"
 93/02/20,"52,626,711","3,341,538,619",63.50,64.00,63.00,63.5, 0.00,"8,996"
 93/02/23,"47,834,137","2,993,052,158",63.00,63.50,62.00,62.5,-1.00,"10,927"
 93/02/24,"41,912,442","2,595,239,691",62.00,62.50,61.50,61.5,-1.00,"10,382"
 93/02/25,"40,958,691","2,535,678,277",62.00,62.50,61.50,61.5, 0.00,"8,990"
 93/02/26,"43,758,113","2,757,102,889",62.50,63.50,62.00,63.5,+2.00,"8,544"
 93/02/27,"36,981,699","2,336,759,166",63.50,63.50,62.50,63.5, 0.00,"7,216"
 93/03/01,"51,922,920","3,318,993,654",63.50,64.50,63.00,64.5,+1.00,"12,224"
