日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 87/01/03,"10,838,000","1,233,025,500",113.50,115.00,112.00,114.0,2.00,"3,853"
 87/01/05,"9,044,000","1,018,862,000",114.00,114.00,111.50,112.0,-2.00,"3,253"
 87/01/06,"8,670,294","965,629,906",111.00,113.00,110.00,113.0,1.00,"3,346"
 87/01/07,"9,058,376","1,017,402,697",112.50,114.00,111.00,111.5,-1.50,"3,561"
 87/01/08,"12,049,294","1,344,431,126",111.00,112.50,110.50,111.0,-0.50,"4,080"
 87/01/09,"31,533,143","3,416,694,366",109.50,111.00,106.50,108.5,-2.50,"11,528"
 87/01/12,"38,343,889","3,912,679,208",103.50,104.50,101.00,101.0,-7.50,"15,680"
 87/01/13,"26,573,512","2,697,820,925",102.00,103.00,100.00,101.0,0.00,"9,512"
 87/01/14,"29,099,503","3,106,705,490",107.00,108.00,104.50,108.0,7.00,"10,443"
 87/01/15,"25,056,168","2,754,674,183",110.00,112.00,108.50,109.0,1.00,"9,552"
 87/01/16,"26,117,847","2,872,652,050",108.50,112.00,107.50,108.0,-1.00,"9,948"
 87/01/17,"17,420,483","1,938,542,073",110.00,113.00,109.50,110.5,2.50,"6,406"
 87/01/19,"19,662,000","2,159,688,500",112.00,112.00,108.50,108.5,-2.00,"6,042"
 87/01/20,"23,977,989","2,656,708,099",109.50,113.00,109.00,112.0,3.50,"9,143"
 87/01/21,"57,907,004","6,771,189,397",116.00,119.50,114.50,119.5,7.50,"21,255"
 87/01/22,"39,881,441","4,734,327,717",119.50,120.00,117.00,117.5,-2.00,"14,583"
 87/02/02,"22,611,000","2,837,680,500",125.50,125.50,125.50,125.5,8.00,"7,741"
 87/02/03,"42,078,747","5,638,527,015",134.00,134.00,134.00,134.0,8.50,"14,589"
 87/02/04,"97,826,209","13,567,567,141",141.50,141.50,136.00,140.0,6.00,"32,785"
 87/02/05,"90,184,379","12,716,611,348",138.50,144.50,138.00,142.5,2.50,"30,970"
 87/02/06,"86,252,852","11,958,857,614",140.00,144.00,134.00,137.5,-5.00,"30,458"
 87/02/07,"72,994,737","10,268,719,991",142.00,142.50,138.00,142.0,4.50,"22,901"
 87/02/09,"98,962,000","14,247,328,500",144.00,147.00,140.00,140.0,-2.00,"30,100"
 87/02/10,"60,281,235","8,523,426,300",141.00,143.00,139.00,142.0,2.00,"18,806"
 87/02/11,"94,245,820","13,834,336,447",147.00,148.50,145.00,146.0,4.00,"29,880"
 87/02/12,"94,498,182","14,090,804,042",147.50,152.00,146.00,148.5,2.50,"27,566"
 87/02/13,"84,292,982","12,318,551,797",150.00,151.00,143.00,143.0,-5.50,"27,938"
 87/02/16,"58,471,489","8,278,860,707",139.00,146.00,139.00,146.0,3.00,"20,628"
 87/02/17,"123,214,670","18,510,967,773",149.00,152.00,148.00,150.0,4.00,"39,783"
 87/02/18,"76,565,229","11,735,814,147",153.00,155.00,151.00,154.0,4.00,"25,565"
 87/02/19,"90,378,516","14,291,068,761",156.00,160.00,156.00,160.0,6.00,"29,939"
 87/02/20,"79,723,530","12,913,418,715",164.00,164.00,160.00,161.0,1.00,"27,625"
 87/02/21,"45,760,314","7,313,427,528",161.00,162.00,158.00,160.0,-1.00,"17,611"
 87/02/23,"57,236,000","8,987,038,000",158.00,159.00,155.00,157.0,-3.00,"19,717"
 87/02/24,"113,460,843","18,761,809,565",167.00,167.00,161.00,165.0,8.00,"37,298"
 87/02/25,"57,874,019","9,515,505,406",163.00,167.00,163.00,163.0,-2.00,"19,965"
 87/02/26,"82,770,020","13,899,335,664",167.00,170.00,165.00,169.0,6.00,"26,038"
 87/02/27,"67,421,951","11,459,832,231",172.00,173.00,167.00,167.0,-2.00,"22,627"
 87/03/02,"31,221,885","5,218,327,996",168.00,169.00,165.00,166.0,-1.00,"11,366"
 87/03/03,"53,700,675","8,709,292,553",164.00,165.00,160.00,164.0,-2.00,"21,023"
 87/03/04,"66,718,899","10,734,226,265",165.00,165.00,155.00,157.0,-7.00,"25,687"
 87/03/05,"93,341,504","14,207,417,488",154.00,156.00,150.00,150.0,-7.00,"36,337"
 87/03/06,"79,728,857","11,844,070,609",143.00,154.00,143.00,154.0,4.00,"28,831"
 87/03/07,"49,916,601","7,682,887,465",157.00,157.00,150.00,150.0,-4.00,"18,026"
 87/03/09,"37,606,000","5,546,949,000",147.50,149.00,145.00,148.0,-2.00,"13,181"
 87/03/10,"37,916,134","5,741,037,581",151.00,153.00,150.00,152.0,4.00,"13,242"
 87/03/11,"45,522,781","7,054,128,313",155.00,156.00,153.00,156.0,4.00,"16,615"
 87/03/12,"39,911,278","6,256,170,996",159.00,159.00,154.00,154.0,-2.00,"14,701"
 87/03/13,"23,047,291","3,555,190,653",154.00,156.00,153.00,156.0,2.00,"7,964"
