日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
102/01/02,"40,647,121","4,021,304,950",97.60,99.90,97.10,99.6,+2.60,"14,353"
102/01/03,"44,335,846","4,472,175,100",100.50,102.00,100.00,101.0,+1.40,"12,616"
102/01/04,"39,502,577","3,980,403,777",100.50,101.50,100.00,101.5,+0.50,"10,276"
102/01/07,"42,328,657","4,237,769,552",101.00,101.00,99.10,100.5,-1.00,"9,042"
102/01/08,"31,218,717","3,100,841,808",99.60,100.00,98.90,99.7,-0.80,"9,463"
102/01/09,"26,417,262","2,638,483,776",100.50,100.50,99.20,100.0,+0.30,"7,616"
102/01/10,"41,234,333","4,133,510,035",99.90,101.00,99.50,101.0,+1.00,"8,304"
102/01/11,"22,993,851","2,319,676,468",101.50,101.50,100.50,101.0, 0.00,"7,982"
102/01/14,"23,575,867","2,375,656,925",101.00,102.00,100.00,102.0,+1.00,"6,414"
102/01/15,"36,015,126","3,620,754,003",102.00,102.00,99.80,100.5,-1.50,"10,021"
102/01/16,"35,496,359","3,543,926,150",100.50,100.50,99.20,99.2,-1.30,"8,742"
102/01/17,"40,526,293","4,042,971,250",100.50,101.00,98.50,99.3,+0.10,"9,034"
102/01/18,"49,874,215","5,045,047,215",101.50,101.50,100.50,101.5,+2.20,"11,823"
102/01/21,"17,310,236","1,738,509,600",101.00,101.00,100.00,100.5,-1.00,"5,625"
102/01/22,"21,946,618","2,205,121,218",101.00,101.00,99.90,101.0,+0.50,"5,388"
102/01/23,"30,821,432","3,111,421,288",101.50,101.50,100.00,101.0, 0.00,"7,292"
102/01/24,"40,653,209","4,059,542,810",100.00,100.50,99.20,99.9,-1.10,"8,257"
102/01/25,"48,674,849","4,801,805,861",99.90,99.90,98.00,99.0,-0.90,"11,885"
102/01/28,"29,190,978","2,893,310,122",98.70,99.50,98.60,99.3,+0.30,"7,200"
102/01/29,"36,060,537","3,624,866,512",100.00,101.50,99.70,101.0,+1.70,"12,071"
102/01/30,"28,862,623","2,923,728,423",102.00,102.00,100.50,101.5,+0.50,"6,963"
102/01/31,"42,489,565","4,266,277,265",100.50,101.50,100.00,101.5, 0.00,"6,481"
102/02/01,"23,211,035","2,343,091,003",101.50,101.50,100.50,101.5, 0.00,"7,596"
102/02/04,"35,257,079","3,618,099,182",102.00,103.00,102.00,103.0,+1.50,"10,873"
102/02/05,"17,896,471","1,832,150,196",103.00,103.00,101.50,103.0, 0.00,"5,200"
102/02/06,"32,330,330","3,369,267,370",103.50,105.00,103.00,105.0,+2.00,"9,340"
102/02/18,"64,345,580","6,895,059,371",107.00,108.50,106.50,107.0,+2.00,"13,470"
102/02/19,"22,103,657","2,372,380,213",108.50,108.50,106.50,107.0, 0.00,"6,114"
102/02/20,"41,921,556","4,558,604,798",108.50,109.50,108.00,109.0,+2.00,"10,171"
102/02/21,"30,551,806","3,287,642,271",108.50,108.50,107.00,107.0,-2.00,"7,485"
102/02/22,"39,577,666","4,188,440,636",106.00,106.50,105.00,105.5,-1.50,"10,313"
102/02/23,"10,174,533","1,083,855,709",106.50,107.50,106.00,107.0,+1.50,"3,022"
102/02/25,"37,216,683","3,938,987,715",106.50,107.00,105.00,105.0,-2.00,"8,564"
102/02/26,"38,498,610","4,006,611,594",103.50,105.00,102.50,103.5,-1.50,"9,572"
102/02/27,"81,358,059","8,385,327,394",102.00,104.50,101.00,104.5,+1.00,"13,654"
102/03/01,"35,081,170","3,651,664,826",103.00,105.00,102.50,105.0,+0.50,"9,263"
102/03/04,"55,265,946","5,652,060,892",104.50,104.50,101.50,102.0,-3.00,"11,896"
102/03/05,"56,213,527","5,798,480,893",103.50,104.00,102.50,104.0,+2.00,"9,603"
102/03/06,"38,026,322","3,944,092,785",104.00,104.50,103.00,104.0, 0.00,"6,844"
102/03/07,"20,783,572","2,150,594,416",103.50,104.00,103.00,103.0,-1.00,"6,812"
102/03/08,"46,036,003","4,753,123,583",103.00,104.50,102.00,103.5,+0.50,"8,598"
102/03/11,"36,093,271","3,706,837,142",102.00,104.00,102.00,102.0,-1.50,"9,071"
102/03/12,"30,064,912","3,075,447,024",102.00,103.00,101.50,102.5,+0.50,"6,294"
102/03/13,"57,955,306","6,009,069,324",102.50,105.00,102.00,104.5,+2.00,"9,978"
102/03/14,"33,067,465","3,435,727,588",104.00,104.50,103.00,104.0,-0.50,"7,022"
102/03/15,"35,632,988","3,696,617,211",105.00,105.00,103.00,103.0,-1.00,"6,030"
102/03/18,"44,188,807","4,472,705,507",102.00,102.00,100.50,100.5,-2.50,"11,128"
102/03/19,"50,765,167","5,104,261,200",101.00,101.50,99.60,100.0,-0.50,"11,099"
