日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 89/01/04,"4,225,000","135,406,200",32.10,32.40,31.50,32.20,+0.30,"1,061"
 89/01/05,"7,716,436","258,415,392",31.80,34.40,31.80,34.40,+2.20,"2,067"
 89/01/06,"10,301,693","359,981,576",35.20,35.70,34.00,34.00,-0.40,"2,316"
 89/01/07,"4,067,195","134,833,460",33.20,33.80,32.60,32.90,-1.10,"1,091"
 89/01/10,"3,993,040","132,900,908",33.00,33.60,32.90,33.00,+0.10,"1,172"
 89/01/11,"8,109,027","276,087,025",33.60,34.80,33.60,34.40,+1.40,"2,043"
 89/01/12,"11,379,000","406,653,854",34.70,36.40,34.70,36.10,+1.70,"2,821"
 89/01/13,"5,536,537","194,510,010",36.10,36.10,34.50,34.70,-1.40,"1,373"
 89/01/14,"8,702,650","308,970,337",34.90,36.30,34.70,35.00,+0.30,"1,815"
 89/01/15,"2,762,068","96,780,768",35.50,35.70,34.60,34.60,-0.40,827
 89/01/17,"5,175,000","182,463,900",35.10,35.60,34.70,35.00,+0.40,"1,022"
 89/01/18,"2,957,240","104,210,701",35.00,35.80,34.70,34.80,-0.20,886
 89/01/19,"2,832,134","96,106,966",34.90,35.00,33.10,33.20,-1.60,"1,030"
 89/01/20,"3,163,258","105,831,549",33.00,34.00,32.60,34.00,+0.80,766
 89/01/21,"12,263,731","419,711,186",34.00,34.90,33.50,33.60,-0.40,"1,824"
 89/01/24,"2,807,305","93,771,782",33.60,33.90,33.20,33.40,-0.20,937
 89/01/25,"10,820,240","365,080,999",33.40,34.10,33.20,33.50,+0.10,"1,722"
 89/01/26,"4,634,166","155,579,558",33.90,34.00,33.30,33.50, 0.00,"1,042"
 89/01/27,"6,707,010","226,397,474",33.40,34.00,33.30,33.80,+0.30,"1,305"
 89/01/28,"4,660,871","158,382,871",34.00,34.40,33.20,33.60,-0.20,"1,168"
 89/01/29,"2,593,684","87,114,577",33.70,33.80,33.30,33.30,-0.30,691
 89/01/31,"3,835,000","129,102,800",33.30,33.80,33.30,33.80,+0.50,711
 89/02/01,"8,270,519","284,713,510",34.00,35.00,33.80,35.00,+1.20,"1,703"
 89/02/09,"7,324,000","263,529,900",36.30,36.30,35.20,36.00,+1.00,"1,743"
 89/02/10,"15,293,806","576,820,197",36.50,38.50,36.50,38.50,+2.50,"2,680"
 89/02/11,"16,848,418","674,275,094",39.80,40.80,39.10,40.60,+2.10,"3,018"
 89/02/14,"12,103,854","492,721,523",41.60,41.70,40.00,40.10,-0.50,"2,249"
 89/02/15,"6,174,213","244,123,876",40.10,40.50,38.50,38.50,-1.60,"1,411"
 89/02/16,"8,280,761","331,722,531",39.90,41.00,39.00,41.00,+2.50,"1,579"
 89/02/17,"13,268,776","566,503,591",42.20,43.70,42.10,43.70,+2.70,"2,458"
 89/02/18,"15,867,371","711,380,449",45.00,46.00,44.00,45.10,+1.40,"2,683"
 89/02/19,"6,973,004","309,933,514",45.80,45.80,42.60,43.90,-1.20,"1,555"
 89/02/21,"21,751,000","1,004,438,800",44.60,46.90,44.60,46.90,+3.00,"3,415"
 89/02/22,"10,426,144","475,297,581",46.90,46.90,43.90,45.70,-1.20,"1,997"
 89/02/23,"13,807,276","647,839,258",46.00,47.80,45.80,46.60,+0.90,"2,772"
 89/02/24,"9,681,154","441,852,266",47.00,47.30,43.40,43.40,-3.20,"2,208"
 89/02/25,"10,809,250","444,787,926",43.60,43.80,40.40,40.40,-3.00,"1,981"
 89/02/29,"9,129,017","378,936,083",41.40,42.50,40.60,42.50,+2.10,"1,956"
 89/03/01,"10,129,483","440,218,270",44.00,44.60,42.60,44.60,+2.10,"1,790"
 89/03/02,"10,056,008","433,918,460",45.00,45.00,41.50,42.20,-2.40,"1,797"
 89/03/03,"6,490,595","275,185,676",42.50,43.10,41.20,42.80,+0.60,"1,426"
 89/03/04,"7,704,632","333,533,322",43.90,43.90,42.80,43.50,+0.70,"1,474"
 89/03/06,"20,858,000","948,483,100",44.00,46.50,43.70,46.50,+3.00,"3,902"
 89/03/07,"37,786,521","1,829,222,258",47.40,49.70,46.50,48.40,+1.90,"7,244"
 89/03/08,"10,830,827","520,479,544",48.40,48.90,47.10,48.00,-0.40,"2,527"
 89/03/09,"41,637,020","2,067,979,261",49.10,51.00,48.60,48.80,+0.80,"7,630"
 89/03/10,"26,651,596","1,288,367,863",48.10,49.60,47.60,48.10,-0.70,"4,623"
 89/03/13,"14,194,027","656,058,130",48.80,48.80,44.80,47.00,-1.10,"3,529"
 89/03/14,"9,578,318","442,256,344",47.00,47.50,44.80,44.80,-2.20,"2,368"
 89/03/15,"22,236,092","931,106,931",44.10,44.20,41.70,41.70,-3.10,"2,819"
 89/03/16,"3,488,368","135,352,351",38.80,38.80,38.80,38.80,-2.90,679
 89/03/17,"25,177,191","945,012,169",36.60,39.40,36.10,36.90,-1.90,"3,731"
 89/03/20,"138,247","4,935,660",35.70,35.70,35.70,35.70,-1.20,60
 89/03/21,"84,421,006","3,035,876,810",34.50,38.10,34.50,37.60,+1.90,"15,509"
 89/03/22,"18,582,334","684,542,794",37.00,37.60,36.30,36.30,-1.30,"4,413"
 89/03/23,"43,843,251","1,637,741,361",35.60,38.50,35.60,36.80,+0.50,"10,450"
 89/03/24,"26,620,248","991,008,904",37.50,38.00,36.30,37.10,+0.30,"6,932"
 89/03/27,"28,058,411","1,080,536,267",37.90,39.40,37.30,38.80,+1.70,"7,232"
 89/03/28,"27,152,820","1,083,404,046",39.10,41.00,39.00,39.50,+0.70,"7,201"
 89/03/29,"20,087,468","774,822,683",39.90,39.90,37.00,37.00,-2.50,"5,641"
 89/03/30,"17,096,517","640,659,437",37.00,38.40,37.00,37.40,+0.40,"5,213"
 89/03/31,"11,128,228","419,917,190",37.40,38.30,37.10,37.60,+0.20,"3,327"
 89/04/01,"12,714,069","488,253,504",38.50,38.90,38.00,38.10,+0.50,"3,879"
 89/04/05,"14,165,000","546,571,400",38.30,38.90,38.00,38.50,+0.40,"4,123"
 89/04/06,"45,292,338","1,836,777,538",39.20,41.10,39.20,39.80,+1.30,"9,070"
 89/04/07,"18,215,462","721,256,488",40.60,40.70,38.50,38.60,-1.20,"4,820"
 89/04/08,"13,600,693","533,939,806",39.60,39.80,38.70,39.00,+0.40,"3,611"
 89/04/10,"29,044,000","1,192,982,200",39.60,41.70,39.60,41.70,+2.70,"7,470"
 89/04/11,"30,005,680","1,299,777,855",42.70,44.30,42.00,42.60,+0.90,"8,525"
 89/04/12,"19,067,647","790,053,808",42.00,42.90,40.00,40.40,-2.20,"5,201"
 89/04/13,"11,421,626","436,683,121",38.10,38.80,37.60,38.30,-2.10,"3,827"
 89/04/14,"8,769,709","334,264,010",37.50,38.90,37.30,37.40,-0.90,"3,101"
 89/04/15,"8,168,387","287,057,099",34.80,36.40,34.80,34.80,-2.60,"2,713"
 89/04/17,"7,510,000","263,774,700",35.40,35.80,34.40,34.90,+0.10,"2,341"
 89/04/18,"10,775,850","388,873,021",36.40,36.50,35.50,35.70,+0.80,"3,340"
 89/04/19,"8,140,013","293,783,695",36.50,36.70,35.70,35.90,+0.20,"2,588"
 89/04/20,"9,474,507","344,709,208",36.00,36.90,35.90,36.20,+0.30,"2,871"
 89/04/21,"10,042,268","355,932,749",36.30,36.50,34.90,34.90,-1.30,"2,920"
 89/04/24,"8,596,937","283,955,732",34.80,34.90,32.50,32.50,-2.40,"2,848"
 89/04/25,"5,846,000","181,360,100",30.70,32.00,30.30,31.20,-1.30,"2,027"
 89/04/26,"6,808,458","205,393,013",31.90,31.90,29.10,29.10,-2.10,"2,087"
 89/04/27,"4,923,001","141,457,328",29.00,29.80,28.00,29.00,-0.10,"1,872"
 89/04/28,"7,527,074","225,891,833",29.50,31.00,28.60,31.00,+2.00,"2,489"
 89/04/29,"6,960,130","214,691,686",31.30,31.70,29.60,29.60,-1.40,"2,302"
 89/05/02,"4,417,000","128,285,200",29.90,30.00,28.20,28.40,-1.20,"1,352"
 89/05/03,"3,850,258","105,391,388",28.00,28.30,27.00,27.10,-1.30,"1,308"
 89/05/04,"4,673,150","128,548,536",27.40,28.20,26.70,27.10, 0.00,"1,499"
 89/05/05,"4,695,420","131,698,422",27.20,28.90,27.00,28.90,+1.80,"1,518"
 89/05/06,"12,998,333","396,161,221",29.80,30.90,29.10,30.90,+2.00,"3,408"
 89/05/08,"10,692,000","328,579,000",30.90,31.70,29.90,30.10,-0.80,"2,623"
 89/05/09,"4,807,821","141,834,311",30.00,30.30,29.00,29.20,-0.90,"1,565"
 89/05/10,"5,762,901","172,697,374",29.50,30.70,29.20,29.80,+0.60,"1,839"
 89/05/11,"3,040,088","88,711,402",29.30,29.50,29.00,29.40,-0.40,"1,146"
 89/05/12,"4,205,053","125,586,343",30.00,30.40,29.50,29.50,+0.10,"1,481"
 89/05/15,"3,982,362","115,335,474",29.70,30.00,28.00,28.00,-1.50,"1,452"
 89/05/16,"5,064,363","146,758,169",28.50,29.80,28.10,29.20,+1.20,"1,621"
