日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 97/01/02,"1,365,000","6,842,849",4.95,5.19,4.85,4.90,+0.03,282
 97/01/03,"513,384","2,475,782",4.85,4.89,4.71,4.84,-0.06,119
 97/01/04,"346,707","1,698,614",4.84,4.98,4.80,4.96,+0.12,114
 97/01/07,"468,212","2,246,688",4.76,4.85,4.71,4.80,-0.16,106
 97/01/08,"314,620","1,495,124",4.79,4.79,4.71,4.77,-0.03,91
 97/01/09,"176,535","834,864",4.67,4.84,4.62,4.84,+0.07,59
 97/01/10,"258,602","1,240,034",4.90,4.90,4.75,4.80,-0.04,89
 97/01/11,"283,644","1,344,169",4.80,4.85,4.70,4.77,-0.03,92
 97/01/14,"571,728","2,792,907",4.99,5.00,4.77,4.77, 0.00,153
 97/01/15,"588,264","2,849,796",4.88,4.94,4.80,4.80,+0.03,132
 97/01/16,"461,024","2,177,351",4.80,4.90,4.65,4.65,-0.15,130
 97/01/17,"375,673","1,737,046",4.62,4.75,4.55,4.59,-0.06,123
 97/01/18,"604,676","2,662,370",4.27,4.50,4.27,4.50,-0.09,157
 97/01/21,"404,603","1,824,544",4.45,4.65,4.41,4.50, 0.00,121
 97/01/22,"905,233","3,836,073",4.38,4.44,4.19,4.28,-0.22,177
 97/01/23,"535,601","2,264,969",4.31,4.37,4.09,4.11,-0.17,141
 97/01/24,"321,419","1,326,436",4.20,4.28,4.02,4.03,-0.08,118
 97/01/25,"420,925","1,752,422",4.18,4.19,4.11,4.19,+0.16,122
 97/01/28,"543,158","2,174,331",4.20,4.20,3.90,4.00,-0.19,141
 97/01/29,"202,035","813,500",4.05,4.08,3.96,4.01,+0.01,64
 97/01/30,"236,059","939,668",4.01,4.05,3.92,4.00,-0.01,80
 97/01/31,"209,666","819,476",4.00,4.00,3.77,3.95,-0.05,71
 97/02/01,"316,202","1,258,715",3.99,4.00,3.93,4.00,+0.05,93
 97/02/12,"323,625","1,310,040",4.00,4.08,4.00,4.01,+0.01,106
 97/02/13,"304,376","1,228,354",4.02,4.09,4.00,4.00,-0.01,98
 97/02/14,"254,773","1,041,107",4.09,4.12,4.05,4.08,+0.08,94
 97/02/15,"164,083","661,869",4.01,4.10,4.01,4.05,-0.03,64
 97/02/18,"1,005,689","4,308,172",4.07,4.33,4.07,4.33,+0.28,275
 97/02/19,"742,446","3,252,315",4.44,4.44,4.33,4.40,+0.07,203
 97/02/20,"493,471","2,131,564",4.43,4.43,4.23,4.33,-0.07,146
 97/02/21,"417,429","1,812,396",4.34,4.37,4.30,4.36,+0.03,130
 97/02/22,"348,087","1,500,118",4.36,4.39,4.26,4.32,-0.04,111
 97/02/25,"505,072","2,189,475",4.33,4.37,4.32,4.32, 0.00,148
 97/02/26,"696,100","3,018,714",4.33,4.37,4.32,4.35,+0.03,179
