日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 84/01/05,"3,285,000","136,516,300",42.40,42.50,40.40,40.40,-1.60,377
 84/01/06,"3,678,041","144,471,764",40.90,40.90,38.80,39.50,-0.90,405
 84/01/07,"3,118,868","122,573,537",39.80,39.80,38.50,39.80,0.30,222
 84/01/09,"2,540,000","101,644,100",39.80,40.40,39.50,39.50,-0.30,254
 84/01/10,"3,809,225","147,337,395",39.00,39.70,37.70,39.20,-0.30,349
 84/01/11,"3,044,840","118,392,992",39.20,39.20,38.50,39.20,0.00,198
 84/01/12,"2,706,800","104,796,040",39.10,39.10,38.50,39.00,-0.20,206
 84/01/13,"3,686,840","142,816,231",38.80,39.00,38.00,38.00,-1.00,240
 84/01/14,"2,456,920","93,809,009",39.00,39.00,38.00,38.20,0.20,217
 84/01/16,"3,065,000","116,229,700",38.20,38.20,37.10,38.20,0.00,201
 84/01/17,"2,514,360","96,500,811",38.20,38.80,38.20,38.80,0.60,162
 84/01/18,"2,581,120","102,706,209",39.20,40.40,39.20,40.40,1.60,306
 84/01/19,"2,211,480","90,125,082",40.60,41.00,40.50,40.90,0.50,369
 84/01/20,"1,959,710","78,771,432",41.20,41.20,39.00,39.50,-1.40,282
 84/01/21,"1,713,680","67,600,688",39.50,39.90,38.50,39.90,0.40,156
 84/01/23,"1,695,000","67,785,900",40.20,40.20,39.50,39.80,-0.10,166
 84/01/24,"1,583,713","62,773,487",39.00,39.80,39.00,39.20,-0.60,188
 84/01/25,"2,433,861","97,164,605",40.20,40.20,39.30,40.20,1.00,203
 84/01/26,"2,209,264","88,035,189",40.80,40.80,39.50,39.50,-0.70,204
 84/02/04,"677,000","27,038,300",39.90,40.30,39.30,40.00,0.50,99
 84/02/06,"1,601,000","63,859,700",40.00,40.00,39.50,40.00,0.00,141
 84/02/07,"1,124,000","44,949,600",40.00,40.20,39.80,39.90,-0.10,193
 84/02/08,"1,082,518","43,572,360",40.00,40.80,40.00,40.70,0.80,210
 84/02/09,"1,326,788","53,526,436",40.60,40.60,40.00,40.10,-0.60,199
 84/02/10,"3,170,046","128,648,112",39.80,41.00,39.80,41.00,0.90,335
 84/02/11,"7,267,360","309,518,488",41.70,43.40,41.70,43.30,2.30,732
 84/02/13,"5,091,000","219,742,900",43.70,43.80,42.60,43.20,-0.10,596
 84/02/14,"4,172,877","178,721,435",43.00,43.30,42.60,43.00,-0.20,557
 84/02/15,"7,802,025","343,677,630",43.20,44.70,43.10,44.70,1.70,745
 84/02/16,"6,192,595","268,877,823",45.10,45.20,41.60,41.60,-3.10,"1,140"
 84/02/17,"1,458,054","56,426,823",38.70,38.70,38.70,38.70,-2.90,301
 84/02/18,"2,091,000","75,276,000",36.00,36.00,36.00,36.00,-2.70,374
