日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 96/01/02,"9,026,020","72,267,036",8.09,8.19,7.81,7.90,+0.03,"1,403"
 96/01/03,"8,706,985","65,385,288",7.90,8.00,7.35,7.35,-0.55,"1,292"
 96/01/04,"5,687,125","39,193,713",7.20,7.25,6.84,6.84,-0.51,831
 96/01/05,"10,635,621","68,660,169",6.41,6.70,6.37,6.47,-0.37,"1,426"
 96/01/08,"5,247,804","34,225,899",6.11,6.70,6.06,6.60,+0.13,977
 96/01/09,"6,944,745","48,390,720",6.80,7.06,6.65,7.06,+0.46,997
 96/01/10,"6,787,181","47,553,529",7.02,7.17,6.70,6.90,-0.16,"1,108"
 96/01/11,"5,397,398","35,381,034",6.71,6.96,6.42,6.42,-0.48,738
 96/01/12,"9,261,977","56,150,747",6.55,6.55,5.98,6.11,-0.31,"1,272"
 96/01/15,"3,306,503","19,001,649",5.90,6.07,5.69,5.69,-0.42,457
 96/01/16,"7,226,859","38,952,007",5.30,5.68,5.30,5.31,-0.38,"1,125"
 96/01/17,"3,655,139","20,396,511",5.31,5.68,5.31,5.68,+0.37,534
 96/01/18,"2,918,339","17,543,947",5.88,6.07,5.88,6.07,+0.39,467
 96/01/19,"7,987,740","49,744,535",6.35,6.38,6.10,6.11,+0.04,"1,280"
 96/01/22,"3,468,535","20,506,425",6.11,6.16,5.73,5.85,-0.26,615
 96/01/23,"2,876,421","17,337,037",5.80,6.18,5.80,5.94,+0.09,605
 96/01/24,"2,347,427","14,158,847",6.00,6.15,5.95,5.99,+0.05,514
 96/01/25,"2,798,571","16,898,471",5.90,6.15,5.90,5.96,-0.03,499
 96/01/26,"4,420,203","26,823,203",5.96,6.15,5.92,6.08,+0.12,617
 96/01/29,"1,609,136","9,699,536",6.15,6.15,5.95,5.95,-0.13,343
 96/01/30,"1,482,764","8,832,538",6.00,6.00,5.90,5.96,+0.01,275
