日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
 82/01/05,"1,637,000","23,020,450",14.30,14.30,13.80,13.90,0.30,312
 82/01/06,"1,443,480","19,474,902",14.15,14.15,13.10,13.25,-0.65,302
 82/01/07,"1,077,320","14,290,010",13.25,13.50,13.10,13.15,-0.10,265
 82/01/08,"1,121,000","14,536,100",13.15,13.25,12.70,12.95,-0.20,311
 82/01/09,"1,524,120","19,840,924",13.00,13.20,12.80,13.00,0.05,348
 82/01/11,"639,000","8,153,850",12.85,13.00,12.60,12.60,-0.40,188
 82/01/12,"396,000","5,021,150",12.60,12.80,12.50,12.60,0.00,122
 82/01/13,"663,240","8,364,114",12.60,12.80,12.50,12.60,0.00,204
 82/01/14,"1,577,595","20,499,698",12.55,13.20,12.55,13.00,0.40,392
 82/01/15,"1,691,000","22,643,750",13.20,13.70,13.20,13.25,0.25,410
 82/01/16,"755,400","10,132,300",13.50,13.55,13.25,13.30,0.05,178
 82/01/18,"1,168,000","15,522,000",13.35,13.40,13.20,13.20,-0.10,284
 82/01/19,"1,690,571","22,824,993",13.30,13.60,13.20,13.40,0.20,402
 82/01/27,"748,000","9,821,300",13.30,13.40,12.80,12.80,-0.60,235
 82/01/28,"469,000","6,110,200",12.80,13.20,12.80,13.10,0.30,155
 82/01/29,"480,000","6,192,000",13.00,13.00,12.70,13.00,-0.10,130
 82/01/30,"1,161,000","15,679,750",13.50,13.70,13.30,13.60,0.60,274
 82/02/01,"2,641,000","37,218,850",13.70,14.55,13.60,14.50,0.90,606
 82/02/02,"3,124,600","45,066,999",14.50,14.80,14.00,14.80,0.30,603
 82/02/03,"5,281,160","81,695,576",15.10,15.80,14.90,15.50,0.70,"1,096"
 82/02/04,"3,047,360","46,455,672",15.50,15.60,14.90,15.10,-0.40,611
 82/02/05,"3,622,480","56,180,504",15.20,15.80,15.20,15.80,0.70,603
 82/02/06,"2,711,240","43,433,219",16.00,16.30,15.60,15.60,-0.20,582
 82/02/08,"2,584,000","40,961,200",15.60,16.10,15.60,16.10,0.50,483
 82/02/09,"1,795,415","28,716,356",16.30,16.30,15.80,15.80,-0.30,344
 82/02/10,"2,539,760","39,675,679",15.80,16.20,14.90,14.90,-0.90,476
 82/02/11,"2,170,188","32,152,604",14.80,14.95,14.50,14.90,0.00,377
 82/02/12,"2,105,000","31,878,700",14.95,15.40,14.90,15.40,0.50,398
